Qualifying Name,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Area Name,Median Household Income (In 2022 Inflation Adjusted Dollars),Average Family Income (In 2022 Inflation Adjusted Dollars),Median Family Income (In 2022 Inflation Adjusted Dollars),Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More"
"Block Group 1, Census Tract 7023, Los Angeles County, California",ca,150,00,06,037,702300,1,Block Group 1,127196,260145.357142857,194853,559,13,0,0,13,14,0,16,0,0,13,98,80,0,47,17,248
"Block Group 2, Census Tract 7023, Los Angeles County, California",ca,150,00,06,037,702300,2,Block Group 2,110208,250750.171821306,241083,638,93,0,6,74,0,11,95,0,0,0,17,22,103,25,12,180
"Block Group 3, Census Tract 7023, Los Angeles County, California",ca,150,00,06,037,702300,3,Block Group 3,145969,320770.881226054,250001,436,57,0,16,0,0,0,0,0,0,0,69,15,27,64,27,161
"Block Group 4, Census Tract 7023, Los Angeles County, California",ca,150,00,06,037,702300,4,Block Group 4,,201888.625592417,150417,540,194,0,15,0,0,26,16,0,0,13,12,15,26,59,69,95
"Block Group 5, Census Tract 7023, Los Angeles County, California",ca,150,00,06,037,702300,5,Block Group 5,151008,275272.562358277,200673,781,74,28,130,0,0,0,58,0,0,0,31,7,10,40,102,301
"Block Group 1, Census Tract 7024, Los Angeles County, California",ca,150,00,06,037,702400,1,Block Group 1,208611,274465.201465201,219861,660,36,10,0,0,0,0,45,0,8,10,8,27,90,26,62,338
"Block Group 2, Census Tract 7024, Los Angeles County, California",ca,150,00,06,037,702400,2,Block Group 2,162625,168150.318471338,171875,305,12,18,0,7,0,9,0,0,0,23,15,39,9,20,76,77
"Block Group 3, Census Tract 7024, Los Angeles County, California",ca,150,00,06,037,702400,3,Block Group 3,90750,105642.288557214,108375,408,21,10,0,43,31,8,0,0,6,27,8,67,35,61,48,43
"Block Group 4, Census Tract 7024, Los Angeles County, California",ca,150,00,06,037,702400,4,Block Group 4,107344,335989.714285714,250001,433,0,31,0,8,0,36,0,16,0,33,30,55,21,15,45,143
"Block Group 5, Census Tract 7024, Los Angeles County, California",ca,150,00,06,037,702400,5,Block Group 5,112614,188580.102040816,118611,251,0,0,0,29,9,0,0,0,13,0,11,49,34,14,31,61
"Block Group 1, Census Tract 7025.01, Los Angeles County, California",ca,150,00,06,037,702501,1,Block Group 1,120972,470333.187772926,246411,356,0,0,0,17,0,0,11,0,12,0,0,77,72,0,35,132
"Block Group 2, Census Tract 7025.01, Los Angeles County, California",ca,150,00,06,037,702501,2,Block Group 2,,292091.194968553,168750,289,28,0,0,61,0,0,0,0,23,14,12,13,20,18,74,26
"Block Group 3, Census Tract 7025.01, Los Angeles County, California",ca,150,00,06,037,702501,3,Block Group 3,,213889.221556886,138616,402,107,0,20,0,0,19,0,0,29,0,18,41,12,98,0,58
"Block Group 4, Census Tract 7025.01, Los Angeles County, California",ca,150,00,06,037,702501,4,Block Group 4,167315,208391.891891892,197702,696,0,0,0,18,51,0,0,1,0,16,137,36,41,0,184,212
"Block Group 5, Census Tract 7025.01, Los Angeles County, California",ca,150,00,06,037,702501,5,Block Group 5,147901,163238.418079096,142574,500,0,0,0,0,17,0,0,0,0,0,81,22,54,275,39,12
"Block Group 1, Census Tract 7025.02, Los Angeles County, California",ca,150,00,06,037,702502,1,Block Group 1,142760,247842.231075697,250001,475,0,41,0,0,6,0,0,14,0,42,45,44,28,39,18,198
"Block Group 2, Census Tract 7025.02, Los Angeles County, California",ca,150,00,06,037,702502,2,Block Group 2,102750,170844.081632653,142986,675,49,61,0,16,31,0,63,30,0,56,15,15,72,52,91,124
"Block Group 3, Census Tract 7025.02, Los Angeles County, California",ca,150,00,06,037,702502,3,Block Group 3,106667,173087.845303867,165268,1086,106,0,0,16,0,0,48,30,16,45,75,197,82,204,125,142
"Block Group 1, Census Tract 7026, Los Angeles County, California",ca,150,00,06,037,702600,1,Block Group 1,140985,248984.353741497,190982,292,0,0,53,21,0,0,0,15,0,13,0,0,0,84,41,65
"Block Group 2, Census Tract 7026, Los Angeles County, California",ca,150,00,06,037,702600,2,Block Group 2,,228898.739495798,221912,383,88,0,0,0,0,0,15,0,0,0,0,61,36,15,18,150
"Block Group 3, Census Tract 7026, Los Angeles County, California",ca,150,00,06,037,702600,3,Block Group 3,,316597.049180328,155724,323,0,0,0,17,0,0,0,0,15,0,24,96,13,0,35,123
"Block Group 4, Census Tract 7026, Los Angeles County, California",ca,150,00,06,037,702600,4,Block Group 4,187426,347190.118577075,173333,591,0,0,0,0,16,0,0,0,0,15,15,51,35,49,167,243
"Block Group 5, Census Tract 7026, Los Angeles County, California",ca,150,00,06,037,702600,5,Block Group 5,250001,291935.555555556,250001,212,0,0,0,0,0,0,0,0,0,0,0,17,15,0,53,127
"Block Group 6, Census Tract 7026, Los Angeles County, California",ca,150,00,06,037,702600,6,Block Group 6,122708,353460.827250608,236938,786,22,0,133,0,0,0,0,0,0,0,0,237,12,43,88,251
"Block Group 1, Census Tract 7027, Los Angeles County, California",ca,150,00,06,037,702700,1,Block Group 1,136875,206236.860068259,135268,331,0,0,0,0,0,11,8,0,0,23,9,18,80,20,41,121
"Block Group 2, Census Tract 7027, Los Angeles County, California",ca,150,00,06,037,702700,2,Block Group 2,191438,235478.189300412,191125,293,0,0,0,0,0,0,0,0,11,14,27,20,12,22,49,138
"Block Group 3, Census Tract 7027, Los Angeles County, California",ca,150,00,06,037,702700,3,Block Group 3,122076,172048.704663212,,255,0,0,0,0,12,0,0,0,12,0,23,34,56,15,14,89
"Block Group 4, Census Tract 7027, Los Angeles County, California",ca,150,00,06,037,702700,4,Block Group 4,148315,282839.940828402,198750,417,0,41,11,0,0,54,0,0,0,12,0,17,61,28,18,175
"Block Group 1, Census Tract 7028.01, Los Angeles County, California",ca,150,00,06,037,702801,1,Block Group 1,113424,189602.127659574,194604,901,111,15,67,12,12,0,0,13,15,58,58,51,91,60,71,267
"Block Group 2, Census Tract 7028.01, Los Angeles County, California",ca,150,00,06,037,702801,2,Block Group 2,82443,132547.851002865,102946,504,55,0,0,13,28,0,0,0,12,0,59,115,129,0,13,80
"Block Group 3, Census Tract 7028.01, Los Angeles County, California",ca,150,00,06,037,702801,3,Block Group 3,123271,233491.058823529,,599,0,0,0,14,28,41,0,89,38,16,14,29,63,0,33,234
"Block Group 1, Census Tract 7028.02, Los Angeles County, California",ca,150,00,06,037,702802,1,Block Group 1,103109,130619.402985075,76161,484,28,0,10,20,6,20,0,0,9,3,59,63,143,24,39,60
"Block Group 2, Census Tract 7028.02, Los Angeles County, California",ca,150,00,06,037,702802,2,Block Group 2,143889,167232.142857143,108750,512,0,0,5,6,4,0,23,59,40,11,40,23,33,16,27,225
"Block Group 1, Census Tract 7028.03, Los Angeles County, California",ca,150,00,06,037,702803,1,Block Group 1,121206,150912.5,,331,9,0,0,0,0,3,0,10,39,0,43,27,84,15,27,74
"Block Group 2, Census Tract 7028.03, Los Angeles County, California",ca,150,00,06,037,702803,2,Block Group 2,111406,145819.172932331,112292,431,0,10,28,17,0,8,28,27,43,0,8,0,87,0,79,96
"Block Group 3, Census Tract 7028.03, Los Angeles County, California",ca,150,00,06,037,702803,3,Block Group 3,78875,143119.521912351,100391,409,28,14,47,23,19,8,15,0,10,25,0,45,19,20,58,78
"Block Group 1, Census Tract 7029, Los Angeles County, California",ca,150,00,06,037,702900,1,Block Group 1,131027,149013.439635535,135564,1181,24,0,47,134,79,0,0,79,0,0,84,42,0,353,49,290
"Block Group 2, Census Tract 7029, Los Angeles County, California",ca,150,00,06,037,702900,2,Block Group 2,115394,141784.688346883,149667,1683,0,0,0,0,38,40,112,0,28,59,159,196,271,125,388,267
"Block Group 3, Census Tract 7029, Los Angeles County, California",ca,150,00,06,037,702900,3,Block Group 3,136218,192531.423895254,136271,1384,0,0,0,0,0,215,0,32,0,0,31,184,51,262,276,333
"Block Group 4, Census Tract 7029, Los Angeles County, California",ca,150,00,06,037,702900,4,Block Group 4,235021,300432.673267327,236354,1263,0,0,0,0,63,0,41,0,0,105,0,37,179,29,129,680
"Block Group 1, Census Tract 7030.02, Los Angeles County, California",ca,150,00,06,037,703002,1,Block Group 1,121154,156241.666666667,185076,372,0,0,0,0,0,0,14,0,0,0,65,56,58,14,30,135
"Block Group 2, Census Tract 7030.02, Los Angeles County, California",ca,150,00,06,037,703002,2,Block Group 2,159468,180497.578692494,185757,665,0,0,17,0,24,0,0,28,14,0,33,110,47,17,197,178
"Block Group 3, Census Tract 7030.02, Los Angeles County, California",ca,150,00,06,037,703002,3,Block Group 3,149167,212261.512027491,133313,1148,113,0,7,0,15,0,0,0,15,16,90,98,170,56,130,438
"Block Group 4, Census Tract 7030.02, Los Angeles County, California",ca,150,00,06,037,703002,4,Block Group 4,171691,255950.260416667,228077,551,46,0,13,0,0,65,31,0,0,0,0,13,16,80,49,238
"Block Group 1, Census Tract 7030.03, Los Angeles County, California",ca,150,00,06,037,703003,1,Block Group 1,84598,146522.75862069,84888,1296,0,0,72,40,0,74,0,95,18,111,144,380,106,122,50,84
"Block Group 2, Census Tract 7030.03, Los Angeles County, California",ca,150,00,06,037,703003,2,Block Group 2,122167,166956.377079482,133542,924,17,0,0,14,0,0,0,0,56,0,7,288,82,84,114,262
"Block Group 3, Census Tract 7030.03, Los Angeles County, California",ca,150,00,06,037,703003,3,Block Group 3,,190098.550724638,222841,297,38,22,10,0,0,0,0,0,0,30,46,1,0,0,0,150
"Block Group 4, Census Tract 7030.03, Los Angeles County, California",ca,150,00,06,037,703003,4,Block Group 4,105238,169945,190425,584,14,19,0,0,0,0,0,0,0,77,20,160,21,16,110,147
"Block Group 1, Census Tract 7031, Los Angeles County, California",ca,150,00,06,037,703100,1,Block Group 1,173906,207863.775510204,197833,214,0,0,0,0,0,0,0,0,0,18,0,16,0,17,78,85
"Block Group 2, Census Tract 7031, Los Angeles County, California",ca,150,00,06,037,703100,2,Block Group 2,130058,117690.880503145,,542,13,0,0,0,180,0,0,0,0,0,15,16,46,77,28,167
"Block Group 3, Census Tract 7031, Los Angeles County, California",ca,150,00,06,037,703100,3,Block Group 3,227742,214854.418604651,228204,531,33,0,0,0,0,0,0,0,44,0,16,18,2,15,51,352
"Block Group 4, Census Tract 7031, Los Angeles County, California",ca,150,00,06,037,703100,4,Block Group 4,122500,158259.344262295,145819,570,40,34,0,0,0,0,0,0,0,40,85,20,147,42,0,162
"Block Group 5, Census Tract 7031, Los Angeles County, California",ca,150,00,06,037,703100,5,Block Group 5,114178,96220.6703910615,113273,348,0,0,37,0,0,16,15,0,0,0,39,16,135,59,0,31
"Block Group 6, Census Tract 7031, Los Angeles County, California",ca,150,00,06,037,703100,6,Block Group 6,81167,83240.8783783784,93351,466,0,0,0,0,0,0,70,0,22,34,100,107,70,31,16,16
"Block Group 1, Census Tract 7032, Los Angeles County, California",ca,150,00,06,037,703200,1,Block Group 1,64257,108350.141643059,68470,472,0,0,21,24,46,0,0,43,57,19,95,28,24,4,32,79
"Block Group 2, Census Tract 7032, Los Angeles County, California",ca,150,00,06,037,703200,2,Block Group 2,118922,139690.361445783,119094,376,0,0,0,0,0,0,0,0,0,0,96,30,109,23,37,81
"Block Group 3, Census Tract 7032, Los Angeles County, California",ca,150,00,06,037,703200,3,Block Group 3,183281,191935.064935065,195213,195,0,0,0,0,0,13,0,0,0,0,28,0,0,7,113,34
"Block Group 4, Census Tract 7032, Los Angeles County, California",ca,150,00,06,037,703200,4,Block Group 4,69186,151701.6,127679,310,108,0,0,0,0,0,0,0,0,0,61,48,28,21,1,43
"Block Group 5, Census Tract 7032, Los Angeles County, California",ca,150,00,06,037,703200,5,Block Group 5,108889,144382.971014493,147958,484,0,56,13,0,0,40,0,0,0,19,20,25,96,60,104,51
"Block Group 6, Census Tract 7032, Los Angeles County, California",ca,150,00,06,037,703200,6,Block Group 6,51225,102911.386138614,,403,61,18,0,30,43,0,25,0,0,71,28,58,22,12,0,35
"Block Group 1, Census Tract 8001.01, Los Angeles County, California",ca,150,00,06,037,800101,1,Block Group 1,167574,360447.507331378,189844,1219,6,18,0,20,0,78,9,28,16,36,21,195,30,108,174,480
"Block Group 2, Census Tract 8001.01, Los Angeles County, California",ca,150,00,06,037,800101,2,Block Group 2,226563,467870.5,250001,684,5,19,0,0,0,0,8,0,0,33,27,6,53,59,80,394
"Block Group 1, Census Tract 8001.03, Los Angeles County, California",ca,150,00,06,037,800103,1,Block Group 1,139063,209600.328947368,144545,865,19,0,39,0,15,0,17,0,0,0,74,96,44,147,141,273
"Block Group 2, Census Tract 8001.03, Los Angeles County, California",ca,150,00,06,037,800103,2,Block Group 2,108443,170446.153846154,,302,0,0,0,0,0,0,64,0,0,18,0,46,85,16,0,73
"Block Group 1, Census Tract 8001.04, Los Angeles County, California",ca,150,00,06,037,800104,1,Block Group 1,139388,244881.153846154,152386,1408,71,10,9,42,45,33,0,42,49,10,119,79,121,107,163,508
"Block Group 1, Census Tract 8002.02, Los Angeles County, California",ca,150,00,06,037,800202,1,Block Group 1,,394976.363636364,,423,12,0,0,13,0,0,0,0,0,0,0,112,62,37,18,169
"Block Group 2, Census Tract 8002.02, Los Angeles County, California",ca,150,00,06,037,800202,2,Block Group 2,250001,336921.621621622,250001,378,20,0,0,11,0,0,56,0,0,0,0,0,0,32,17,242
"Block Group 3, Census Tract 8002.02, Los Angeles County, California",ca,150,00,06,037,800202,3,Block Group 3,231125,331648.837209302,231813,1194,25,8,52,13,9,0,19,12,38,0,66,25,4,39,137,747
"Block Group 1, Census Tract 8002.04, Los Angeles County, California",ca,150,00,06,037,800204,1,Block Group 1,208264,355446.209912536,242120,947,30,0,12,0,30,7,16,29,0,0,55,100,55,23,100,490
"Block Group 2, Census Tract 8002.04, Los Angeles County, California",ca,150,00,06,037,800204,2,Block Group 2,141635,262659.788359788,158036,763,11,0,0,31,0,0,43,0,18,108,93,57,12,13,97,280
"Block Group 1, Census Tract 8002.05, Los Angeles County, California",ca,150,00,06,037,800205,1,Block Group 1,108250,171257.205240175,114423,1058,185,59,11,31,0,15,6,0,0,42,90,87,134,52,145,201
"Block Group 2, Census Tract 8002.05, Los Angeles County, California",ca,150,00,06,037,800205,2,Block Group 2,124932,167333.933161954,152708,572,11,0,0,0,0,15,0,0,0,26,8,71,156,57,119,109
"Block Group 1, Census Tract 8002.06, Los Angeles County, California",ca,150,00,06,037,800206,1,Block Group 1,250001,430388.305084746,250001,655,12,2,4,23,3,3,0,3,3,15,3,25,24,13,64,458
"Block Group 2, Census Tract 8002.06, Los Angeles County, California",ca,150,00,06,037,800206,2,Block Group 2,232288,284157.142857143,231423,493,17,0,0,0,0,0,27,0,0,0,25,21,6,0,44,353
"Block Group 1, Census Tract 8003.24, Los Angeles County, California",ca,150,00,06,037,800324,1,Block Group 1,82679,181571.384615385,103520,517,0,22,43,11,0,0,0,0,0,19,111,113,64,0,20,114
"Block Group 2, Census Tract 8003.24, Los Angeles County, California",ca,150,00,06,037,800324,2,Block Group 2,188421,242135.15037594,211250,674,18,9,0,0,0,0,30,13,12,0,6,81,58,22,144,281
"Block Group 3, Census Tract 8003.24, Los Angeles County, California",ca,150,00,06,037,800324,3,Block Group 3,227179,292423.556231003,229211,694,0,0,0,0,12,0,8,11,19,25,0,19,52,67,100,381
"Block Group 4, Census Tract 8003.24, Los Angeles County, California",ca,150,00,06,037,800324,4,Block Group 4,126875,193861.879895561,166587,546,18,0,20,34,12,0,0,0,11,0,18,109,42,40,78,164
"Block Group 1, Census Tract 8003.25, Los Angeles County, California",ca,150,00,06,037,800325,1,Block Group 1,124196,242238.70246085,165372,731,36,50,6,48,7,6,6,22,7,59,31,52,40,36,110,215
"Block Group 2, Census Tract 8003.25, Los Angeles County, California",ca,150,00,06,037,800325,2,Block Group 2,214301,356307.90513834,246810,673,14,8,0,16,0,0,16,9,0,8,25,27,47,79,49,375
"Block Group 1, Census Tract 8003.28, Los Angeles County, California",ca,150,00,06,037,800328,1,Block Group 1,250001,418311.575562701,250001,402,14,0,0,0,0,0,0,6,0,45,24,4,66,6,7,230
"Block Group 1, Census Tract 8003.33, Los Angeles County, California",ca,150,00,06,037,800333,1,Block Group 1,106625,141790.036231884,112679,988,80,0,0,13,61,17,48,0,39,38,38,131,97,160,80,186
"Block Group 1, Census Tract 8003.34, Los Angeles County, California",ca,150,00,06,037,800334,1,Block Group 1,183351,273268.016194332,182589,321,13,0,0,0,14,0,17,0,32,0,0,0,12,24,126,83
"Block Group 2, Census Tract 8003.34, Los Angeles County, California",ca,150,00,06,037,800334,2,Block Group 2,119331,186837.19376392,119273,549,14,0,0,20,23,12,0,0,16,15,34,91,61,62,33,168
"Block Group 3, Census Tract 8003.34, Los Angeles County, California",ca,150,00,06,037,800334,3,Block Group 3,224896,247365.178571429,250001,386,26,7,0,0,0,0,0,0,0,66,24,0,0,0,38,225
"Block Group 1, Census Tract 8003.35, Los Angeles County, California",ca,150,00,06,037,800335,1,Block Group 1,141875,272834.126984127,165227,443,0,8,8,0,0,0,18,0,9,53,0,65,23,39,71,149
"Block Group 2, Census Tract 8003.35, Los Angeles County, California",ca,150,00,06,037,800335,2,Block Group 2,208125,334238.834951456,250001,775,0,12,0,0,18,8,0,6,8,53,85,33,61,6,43,442
"Block Group 3, Census Tract 8003.35, Los Angeles County, California",ca,150,00,06,037,800335,3,Block Group 3,71757,136101.470588235,71351,342,34,0,8,0,0,0,37,10,0,49,44,81,23,8,8,40
"Block Group 4, Census Tract 8003.35, Los Angeles County, California",ca,150,00,06,037,800335,4,Block Group 4,134265,255166.666666667,222917,258,13,8,0,14,4,0,0,0,0,7,13,20,28,31,21,99
"Block Group 1, Census Tract 8003.36, Los Angeles County, California",ca,150,00,06,037,800336,1,Block Group 1,197044,274610.714285714,220625,787,71,0,0,0,50,0,14,0,0,0,26,5,28,125,112,356
"Block Group 2, Census Tract 8003.36, Los Angeles County, California",ca,150,00,06,037,800336,2,Block Group 2,250001,551977.094972067,250001,387,13,0,0,0,0,14,0,0,0,0,0,15,0,2,54,289
"Block Group 1, Census Tract 8003.37, Los Angeles County, California",ca,150,00,06,037,800337,1,Block Group 1,,77888.6861313869,,600,143,0,18,150,0,12,0,49,0,0,0,63,11,63,40,51
"Block Group 2, Census Tract 8003.37, Los Angeles County, California",ca,150,00,06,037,800337,2,Block Group 2,107095,206312.367491166,154577,1149,34,22,0,12,13,27,15,43,0,50,79,138,226,52,121,317
"Block Group 1, Census Tract 8003.38, Los Angeles County, California",ca,150,00,06,037,800338,1,Block Group 1,160865,197914.827586207,161635,394,0,0,0,30,0,0,0,20,9,0,0,42,51,0,62,180
"Block Group 2, Census Tract 8003.38, Los Angeles County, California",ca,150,00,06,037,800338,2,Block Group 2,,278095.238095238,197917,414,24,0,0,0,0,0,31,0,26,56,0,0,18,58,9,192
"Block Group 3, Census Tract 8003.38, Los Angeles County, California",ca,150,00,06,037,800338,3,Block Group 3,217847,330631.958762887,216250,421,0,0,0,0,0,0,0,0,0,39,0,62,34,0,27,259
"Block Group 4, Census Tract 8003.38, Los Angeles County, California",ca,150,00,06,037,800338,4,Block Group 4,194041,263444.529262086,194738,479,0,0,0,0,0,13,0,0,0,14,33,12,18,30,136,223
"Block Group 5, Census Tract 8003.38, Los Angeles County, California",ca,150,00,06,037,800338,5,Block Group 5,192372,262397.819314642,192354,350,0,0,0,2,0,0,0,0,14,21,4,20,9,6,103,171
"Block Group 1, Census Tract 8004.06, Los Angeles County, California",ca,150,00,06,037,800406,1,Block Group 1,186071,235460.606060606,196125,402,0,0,0,8,28,0,0,8,6,16,19,30,48,30,22,187
"Block Group 2, Census Tract 8004.06, Los Angeles County, California",ca,150,00,06,037,800406,2,Block Group 2,167727,502220.078740157,250001,386,19,0,0,0,7,7,0,0,0,25,30,32,21,33,43,169
"Block Group 1, Census Tract 8004.10, Los Angeles County, California",ca,150,00,06,037,800410,1,Block Group 1,139500,288553.293413174,187500,500,0,26,10,0,0,0,0,25,13,0,26,48,83,20,46,203
"Block Group 1, Census Tract 8004.11, Los Angeles County, California",ca,150,00,06,037,800411,1,Block Group 1,188542,454259.009009009,187500,635,23,0,0,0,24,25,0,0,0,0,0,35,114,0,123,291
"Block Group 2, Census Tract 8004.11, Los Angeles County, California",ca,150,00,06,037,800411,2,Block Group 2,191827,463752.534562212,250001,349,0,0,0,0,0,0,0,0,0,25,42,37,19,0,55,171
"Block Group 1, Census Tract 8004.12, Los Angeles County, California",ca,150,00,06,037,800412,1,Block Group 1,214193,342346.232876712,247907,371,0,0,0,0,13,0,0,0,0,29,0,0,50,35,5,239
"Block Group 2, Census Tract 8004.12, Los Angeles County, California",ca,150,00,06,037,800412,2,Block Group 2,138681,208041.298342541,148472,1039,137,0,0,0,13,32,0,7,58,21,28,54,142,74,67,406
"Block Group 1, Census Tract 8005.04, Los Angeles County, California",ca,150,00,06,037,800504,1,Block Group 1,193504,337370.072992701,250001,933,75,0,10,34,20,45,0,11,0,16,27,49,22,49,145,430
"Block Group 1, Census Tract 8005.06, Los Angeles County, California",ca,150,00,06,037,800506,1,Block Group 1,250001,317903.982300885,250001,612,14,0,32,34,0,0,0,0,0,9,0,20,44,54,28,377
"Block Group 2, Census Tract 8005.06, Los Angeles County, California",ca,150,00,06,037,800506,2,Block Group 2,238214,490288.349514563,250001,162,27,8,0,0,0,0,0,0,0,0,13,0,9,0,11,94
"Block Group 3, Census Tract 8005.06, Los Angeles County, California",ca,150,00,06,037,800506,3,Block Group 3,197847,313178.073770492,,593,0,9,10,0,6,0,0,0,0,9,57,42,114,23,42,281
"Block Group 1, Census Tract 9001.02, Los Angeles County, California",ca,150,00,06,037,900102,1,Block Group 1,45982,71859.2592592593,55089,262,5,7,35,26,0,4,17,26,28,27,18,14,33,8,11,3
"Block Group 1, Census Tract 9001.03, Los Angeles County, California",ca,150,00,06,037,900103,1,Block Group 1,52917,85983.5195530726,58864,469,40,38,9,15,0,0,0,66,40,71,24,45,78,22,7,14
"Block Group 2, Census Tract 9001.03, Los Angeles County, California",ca,150,00,06,037,900103,2,Block Group 2,62605,65671.0843373494,63544,701,69,9,35,56,0,20,0,37,100,0,176,68,85,46,0,0
"Block Group 3, Census Tract 9001.03, Los Angeles County, California",ca,150,00,06,037,900103,3,Block Group 3,59881,57959.6774193548,54273,562,77,3,18,0,0,0,43,0,5,139,44,127,0,69,7,30
"Block Group 1, Census Tract 9001.04, Los Angeles County, California",ca,150,00,06,037,900104,1,Block Group 1,59139,87461.1111111111,70833,568,87,22,0,26,0,9,0,0,24,137,42,44,90,12,56,19
"Block Group 2, Census Tract 9001.04, Los Angeles County, California",ca,150,00,06,037,900104,2,Block Group 2,56067,66364.4501278772,50216,490,0,0,0,32,11,0,0,0,138,123,40,83,42,6,0,15
"Block Group 3, Census Tract 9001.04, Los Angeles County, California",ca,150,00,06,037,900104,3,Block Group 3,58586,85583.1903945112,59539,731,54,0,12,36,38,14,16,35,47,161,55,115,80,0,29,39
"Block Group 1, Census Tract 9003.01, Los Angeles County, California",ca,150,00,06,037,900301,1,Block Group 1,62821,82881.4336075206,64261,1009,48,63,8,0,56,101,45,60,16,93,151,131,82,74,44,37
"Block Group 1, Census Tract 9005.01, Los Angeles County, California",ca,150,00,06,037,900501,1,Block Group 1,75833,77155.2268244576,76736,616,31,62,0,0,55,7,0,77,0,16,30,213,9,116,0,0
"Block Group 2, Census Tract 9005.01, Los Angeles County, California",ca,150,00,06,037,900501,2,Block Group 2,85967,84483.0324909747,88059,940,140,0,0,17,46,0,0,13,76,45,70,211,206,67,49,0
"Block Group 3, Census Tract 9005.01, Los Angeles County, California",ca,150,00,06,037,900501,3,Block Group 3,57281,85728.9156626506,68409,637,103,8,8,23,26,0,12,0,92,50,73,17,162,37,0,26
"Block Group 1, Census Tract 9005.04, Los Angeles County, California",ca,150,00,06,037,900504,1,Block Group 1,44076,57589.5161290323,36538,474,52,7,0,69,3,0,77,46,21,14,20,109,23,0,19,14
"Block Group 2, Census Tract 9005.04, Los Angeles County, California",ca,150,00,06,037,900504,2,Block Group 2,79345,92427.3291925466,77407,813,9,8,29,32,0,0,26,11,103,25,121,138,83,127,65,36
"Block Group 3, Census Tract 9005.04, Los Angeles County, California",ca,150,00,06,037,900504,3,Block Group 3,91304,109687.372013652,89911,710,22,8,0,0,11,7,13,22,29,38,21,228,84,100,84,43
"Block Group 1, Census Tract 9005.05, Los Angeles County, California",ca,150,00,06,037,900505,1,Block Group 1,72604,84880.3571428571,74792,721,57,30,22,91,0,0,13,28,3,83,45,101,159,42,21,26
"Block Group 2, Census Tract 9005.05, Los Angeles County, California",ca,150,00,06,037,900505,2,Block Group 2,78349,108377.729257642,79830,609,10,41,0,14,42,22,12,2,29,74,31,149,91,20,31,41
"Block Group 1, Census Tract 9005.06, Los Angeles County, California",ca,150,00,06,037,900506,1,Block Group 1,78500,82863.9097744361,76375,634,14,20,18,27,14,0,0,9,53,37,101,144,103,31,48,15
"Block Group 2, Census Tract 9005.06, Los Angeles County, California",ca,150,00,06,037,900506,2,Block Group 2,76296,113090.614334471,90130,802,22,0,7,30,94,27,27,41,33,72,34,193,72,50,37,63
"Block Group 1, Census Tract 9005.08, Los Angeles County, California",ca,150,00,06,037,900508,1,Block Group 1,52292,88215.1111111111,81563,574,71,48,0,14,11,30,59,14,29,20,9,108,43,24,57,37
"Block Group 2, Census Tract 9005.08, Los Angeles County, California",ca,150,00,06,037,900508,2,Block Group 2,118098,124267.205542725,118750,491,10,0,10,19,27,0,0,16,0,33,10,81,63,105,77,40
"Block Group 1, Census Tract 9005.09, Los Angeles County, California",ca,150,00,06,037,900509,1,Block Group 1,65000,78872.7598566308,66129,682,39,10,39,29,0,0,17,30,0,117,122,162,12,47,58,0
"Block Group 2, Census Tract 9005.09, Los Angeles County, California",ca,150,00,06,037,900509,2,Block Group 2,50710,65711.0714285714,,379,48,20,16,0,0,21,72,0,0,44,27,48,0,83,0,0
"Block Group 3, Census Tract 9005.09, Los Angeles County, California",ca,150,00,06,037,900509,3,Block Group 3,58782,75798.8636363636,,264,91,0,0,0,0,0,21,0,0,39,13,0,16,84,0,0
"Block Group 1, Census Tract 9005.10, Los Angeles County, California",ca,150,00,06,037,900510,1,Block Group 1,60208,86662.473347548,60313,492,0,0,0,91,67,0,14,28,0,43,65,0,78,39,16,51
"Block Group 2, Census Tract 9005.10, Los Angeles County, California",ca,150,00,06,037,900510,2,Block Group 2,44091,45395.2542372881,44280,360,38,0,0,48,59,14,0,33,30,48,45,23,13,9,0,0
"Block Group 3, Census Tract 9005.10, Los Angeles County, California",ca,150,00,06,037,900510,3,Block Group 3,,114748.936170213,109444,220,32,0,39,0,0,0,0,28,0,0,0,0,29,35,49,8
"Block Group 1, Census Tract 9006.02, Los Angeles County, California",ca,150,00,06,037,900602,1,Block Group 1,48113,52966.1996497373,49646,850,54,169,0,65,10,61,19,34,53,190,63,84,21,0,13,14
"Block Group 2, Census Tract 9006.02, Los Angeles County, California",ca,150,00,06,037,900602,2,Block Group 2,49048,64406.7270375162,49093,925,75,30,0,18,30,78,162,15,88,117,101,50,83,0,12,66
"Block Group 1, Census Tract 9006.06, Los Angeles County, California",ca,150,00,06,037,900606,1,Block Group 1,50917,75399.8544395924,57125,796,109,13,39,18,0,14,134,48,12,60,32,137,33,59,36,52
